:START_ID,:TYPE,:END_ID,reference_uri,reference_supporting_text,reference_date,property_label,property_description:IGNORE,property_uri
HGNC:3211,RO:0002434,HGNC:10062,https://www.ncbi.nlm.nih.gov/pubmed/30649429,This edge comes from the Monarch Knowledge Graph 2019.,NA,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:3211,RO:0002206,UBERON:0001890,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,expressed in,NA,http://purl.obolibrary.org/obo/RO_0002206
HGNC:10665,RO:0002434,HGNC:17955,https://www.ncbi.nlm.nih.gov/pubmed/16169070,This edge comes from the Monarch Knowledge Graph 2019.,NA,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:2239,RO:0002434,HGNC:23024,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:3942,RO:0002434,HGNC:20766,https://www.ncbi.nlm.nih.gov/pubmed/27453043,This edge comes from the Monarch Knowledge Graph 2019.,NA,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:5237,RO:0002434,HGNC:4851,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:12304,RO:0002206,UBERON:0014892,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,expressed in,NA,http://purl.obolibrary.org/obo/RO_0002206
HGNC:620,RO:0002434,HGNC:14888,https://www.ncbi.nlm.nih.gov/pubmed/21832049,This edge comes from the Monarch Knowledge Graph 2019.,NA,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:4055,RO:0002434,HGNC:6600,"https://www.ncbi.nlm.nih.gov/pubmed/12897160,30585729,28514442",This edge comes from the Monarch Knowledge Graph 2019.,NA,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:14651,RO:0002434,HGNC:5046,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:144,RO:0002434,HGNC:5258,https://www.ncbi.nlm.nih.gov/pubmed/16263121,This edge comes from the Monarch Knowledge Graph 2019.,NA,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:9113,RO:0002434,HGNC:10548,https://www.ncbi.nlm.nih.gov/pubmed/24882209,This edge comes from the Monarch Knowledge Graph 2019.,NA,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:115,RO:0002434,HGNC:17822,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:9552,BFO:0000050,GO:0005737,https://www.ncbi.nlm.nih.gov/pubmed/9927201,This edge comes from the Monarch Knowledge Graph 2019.,NA,is part of,NA,http://purl.obolibrary.org/obo/BFO_0000050
HGNC:19425,RO:0003304,EFO:0004765,https://www.ncbi.nlm.nih.gov/pubmed/31501611,This edge comes from the Monarch Knowledge Graph 2019.,NA,contributes to condition,NA,http://purl.obolibrary.org/obo/RO_0003304
ENSEMBL:ENSMODG00000003615,RO:HOM0000020,ENSEMBL:ENSSSCG00000008697,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in 1 to 1 orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000020
HGNC:589,RO:0003304,EFO:0007906,https://www.ncbi.nlm.nih.gov/pubmed/27182965,This edge comes from the Monarch Knowledge Graph 2019.,NA,contributes to condition,NA,http://purl.obolibrary.org/obo/RO_0003304
HGNC:11343,RO:0002327,GO:0031072,https://www.ncbi.nlm.nih.gov/pubmed/21873635,This edge comes from the Monarch Knowledge Graph 2019.,NA,enables,NA,http://purl.obolibrary.org/obo/RO_0002327
MGI:96067,RO:0002331,GO:0043666,http://www.informatics.jax.org/accession/MGI:4834177|http://purl.obolibrary.org/obo/go/references/0000096,This edge comes from the Monarch Knowledge Graph 2019.,NA,involved_in,NA,http://purl.obolibrary.org/obo/RO_0002331
HGNC:19426,RO:0002325,HGNC:12666,https://www.ncbi.nlm.nih.gov/pubmed/26344197,This edge comes from the Monarch Knowledge Graph 2019.,NA,colocalizes with,NA,http://purl.obolibrary.org/obo/RO_0002325
HGNC:5237,RO:0002434,HGNC:11138,"https://www.ncbi.nlm.nih.gov/pubmed/31980649,21358815,21985244,17010992,17012257,14711827,21832061",This edge comes from the Monarch Knowledge Graph 2019.,NA,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:5241,RO:0002434,HGNC:12468,https://www.ncbi.nlm.nih.gov/pubmed/16169070,This edge comes from the Monarch Knowledge Graph 2019.,NA,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:9281,RO:0002434,HGNC:7672,https://www.ncbi.nlm.nih.gov/pubmed/12410313,This edge comes from the Monarch Knowledge Graph 2019.,NA,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:9544,RO:0002325,HGNC:20194,https://www.ncbi.nlm.nih.gov/pubmed/26344197,This edge comes from the Monarch Knowledge Graph 2019.,NA,colocalizes with,NA,http://purl.obolibrary.org/obo/RO_0002325
HGNC:9854,RO:0002434,HGNC:10697,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:6392,RO:0002434,HGNC:2457,https://www.ncbi.nlm.nih.gov/pubmed/31586073,This edge comes from the Monarch Knowledge Graph 2019.,NA,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:16854,RO:0002434,HGNC:5232,https://www.ncbi.nlm.nih.gov/pubmed/20936779,This edge comes from the Monarch Knowledge Graph 2019.,NA,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:5045,RO:0002434,HGNC:12479,https://www.ncbi.nlm.nih.gov/pubmed/28611215,This edge comes from the Monarch Knowledge Graph 2019.,NA,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:3280,RO:0002434,HGNC:3274,"https://www.ncbi.nlm.nih.gov/pubmed/26344197,26186194,9822659,30021884,24396066,22939629,28514442,18628297,22863883",This edge comes from the Monarch Knowledge Graph 2019.,NA,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:3942,RO:0002434,HGNC:10011,"https://www.ncbi.nlm.nih.gov/pubmed/16915281,15772076,25351248,18550814,15854902,16098514,15878852",This edge comes from the Monarch Knowledge Graph 2019.,NA,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
MGI:5635158,RO:0002200,MP:0002757,https://www.ncbi.nlm.nih.gov/pubmed/25661181,This edge comes from the Monarch Knowledge Graph 2019.,NA,has phenotype,NA,http://purl.obolibrary.org/obo/RO_0002200
HGNC:9536,RO:0002434,HGNC:9534,"https://www.ncbi.nlm.nih.gov/pubmed/15225636,26344197,22939629,22863883",This edge comes from the Monarch Knowledge Graph 2019.,NA,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:6849,RO:0002206,UBERON:0000966,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,expressed in,NA,http://purl.obolibrary.org/obo/RO_0002206
HGNC:11138,RO:0002200,HP:0000746,http://purl.obolibrary.org/obo/MONDO_0007488,This edge comes from the Monarch Knowledge Graph 2019.,NA,has phenotype,NA,http://purl.obolibrary.org/obo/RO_0002200
HGNC:6877,BFO:0000050,GO:0005829,http://reactome.org/content/detail/R-HSA-6811454|http://reactome.org/content/detail/R-HSA-5674366|http://reactome.org/content/detail/R-HSA-5672980|http://reactome.org/content/detail/R-HSA-109860|http://reactome.org/content/detail/R-HSA-418158|http://reactome.org/content/detail/R-HSA-109822|http://reactome.org/content/detail/R-HSA-6803230|http://reactome.org/content/detail/R-HSA-109863|http://reactome.org/content/detail/R-HSA-5675376|http://reactome.org/content/detail/R-HSA-109823|http://reactome.org/content/detail/R-HSA-6802932|http://reactome.org/content/detail/R-HSA-6803227|http://reactome.org/content/detail/R-HSA-1169406|http://reactome.org/content/detail/R-HSA-6802935|http://reactome.org/content/detail/R-HSA-6802934|http://reactome.org/content/detail/R-HSA-6802933|http://reactome.org/content/detail/R-HSA-5672972|http://reactome.org/content/detail/R-HSA-5672973|http://reactome.org/content/detail/R-HSA-5654566|http://reactome.org/content/detail/R-HSA-5675206|http://reactome.org/content/detail/R-HSA-5654565|http://reactome.org/content/detail/R-HSA-418200|http://reactome.org/content/detail/R-HSA-5654562|http://reactome.org/content/detail/R-HSA-5654560|http://reactome.org/content/detail/R-HSA-418163|http://reactome.org/content/detail/R-HSA-109857|http://reactome.org/content/detail/R-HSA-6802943|http://reactome.org/content/detail/R-HSA-6802942|http://reactome.org/content/detail/R-HSA-1678841|http://reactome.org/content/detail/R-HSA-418170|http://reactome.org/content/detail/R-HSA-2029469|http://reactome.org/content/detail/R-HSA-6803234|http://reactome.org/content/detail/R-HSA-9626832|http://reactome.org/content/detail/R-HSA-6803233|http://reactome.org/content/detail/R-HSA-5672978|http://reactome.org/content/detail/R-HSA-9627089|http://reactome.org/content/detail/R-HSA-6811472|http://reactome.org/content/detail/R-HSA-6802919|http://reactome.org/content/detail/R-HSA-5675194|http://reactome.org/content/detail/R-HSA-418176|http://reactome.org/content/detail/R-HSA-5674387|http://reactome.org/content/detail/R-HSA-5675198|http://reactome.org/content/detail/R-HSA-5674385|http://reactome.org/content/detail/R-HSA-6802910|http://reactome.org/content/detail/R-HSA-1168459|http://reactome.org/content/detail/R-HSA-6802918|http://reactome.org/content/detail/R-HSA-6802914|http://reactome.org/content/detail/R-HSA-6802912|http://reactome.org/content/detail/R-HSA-6802911|http://reactome.org/content/detail/R-HSA-5674130|http://reactome.org/content/detail/R-HSA-5674496|http://reactome.org/content/detail/R-HSA-5674373|http://reactome.org/content/detail/R-HSA-5674132|http://reactome.org/content/detail/R-HSA-6802921|http://reactome.org/content/detail/R-HSA-3371531|http://reactome.org/content/detail/R-HSA-6802926|http://reactome.org/content/detail/R-HSA-6802925|http://reactome.org/content/detail/R-HSA-6802922|https://www.ncbi.nlm.nih.gov/pubmed/19565474,This edge comes from the Monarch Knowledge Graph 2019.,NA,is part of,NA,http://purl.obolibrary.org/obo/BFO_0000050
HGNC:2514,RO:0002434,HGNC:9554,https://www.ncbi.nlm.nih.gov/pubmed/27684187,This edge comes from the Monarch Knowledge Graph 2019.,NA,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:11998,RO:0002434,HGNC:5233,"https://www.ncbi.nlm.nih.gov/pubmed/25144556,25241761",This edge comes from the Monarch Knowledge Graph 2019.,NA,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:8607,RO:0002434,HGNC:2903,https://www.ncbi.nlm.nih.gov/pubmed/11679592,This edge comes from the Monarch Knowledge Graph 2019.,NA,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:31326,RO:0002434,HGNC:10548,https://www.ncbi.nlm.nih.gov/pubmed/16713569,This edge comes from the Monarch Knowledge Graph 2019.,NA,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:2365,RO:0002434,HGNC:4851,https://www.ncbi.nlm.nih.gov/pubmed/15383276,This edge comes from the Monarch Knowledge Graph 2019.,NA,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:12508,RO:0002434,HGNC:20261,https://www.ncbi.nlm.nih.gov/pubmed/25416956,This edge comes from the Monarch Knowledge Graph 2019.,NA,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:11280,RO:0002200,HP:0002171,http://purl.obolibrary.org/obo/MONDO_0017161,This edge comes from the Monarch Knowledge Graph 2019.,NA,has phenotype,NA,http://purl.obolibrary.org/obo/RO_0002200
HGNC:7672,BFO:0000050,GO:0005829,http://purl.obolibrary.org/obo/go/references/0000052,This edge comes from the Monarch Knowledge Graph 2019.,NA,is part of,NA,http://purl.obolibrary.org/obo/BFO_0000050
HGNC:5045,RO:0002434,HGNC:5010,https://www.ncbi.nlm.nih.gov/pubmed/18850631,This edge comes from the Monarch Knowledge Graph 2019.,NA,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:6877,RO:0002434,HGNC:20261,https://www.ncbi.nlm.nih.gov/pubmed/21900206,This edge comes from the Monarch Knowledge Graph 2019.,NA,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:4566,RO:0002434,HGNC:2092,"https://www.ncbi.nlm.nih.gov/pubmed/31980649,19380743",This edge comes from the Monarch Knowledge Graph 2019.,NA,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:9760,RO:0002200,HP:0001250,http://purl.obolibrary.org/obo/MONDO_0015802,This edge comes from the Monarch Knowledge Graph 2019.,NA,has phenotype,NA,http://purl.obolibrary.org/obo/RO_0002200
HGNC:12508,RO:0002434,HGNC:10548,https://www.ncbi.nlm.nih.gov/pubmed/25959826,This edge comes from the Monarch Knowledge Graph 2019.,NA,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:12558,RO:0002434,HGNC:3942,"https://www.ncbi.nlm.nih.gov/pubmed/25686248,21460630,29321306",This edge comes from the Monarch Knowledge Graph 2019.,NA,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:10067,RO:0002434,HGNC:5046,https://www.ncbi.nlm.nih.gov/pubmed/29180619,This edge comes from the Monarch Knowledge Graph 2019.,NA,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
dbSNP:rs6828882,GENO:0000418,HGNC:4851,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,has_affected_feature,NA,http://purl.obolibrary.org/obo/GENO_0000418
HGNC:7672,RO:0002434,HGNC:6912,https://www.ncbi.nlm.nih.gov/pubmed/29884807,This edge comes from the Monarch Knowledge Graph 2019.,NA,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:3065,RO:0002206,UBERON:0000970,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,expressed in,NA,http://purl.obolibrary.org/obo/RO_0002206
HGNC:5960,RO:0002434,HGNC:6746,https://www.ncbi.nlm.nih.gov/pubmed/29474632,This edge comes from the Monarch Knowledge Graph 2019.,NA,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:29130,RO:0002434,HGNC:20778,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:5232,RO:0002434,HGNC:2348,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:12666,RO:0002434,HGNC:9554,https://www.ncbi.nlm.nih.gov/pubmed/29540532,This edge comes from the Monarch Knowledge Graph 2019.,NA,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:6047,RO:0002434,HGNC:6392,https://www.ncbi.nlm.nih.gov/pubmed/31586073,This edge comes from the Monarch Knowledge Graph 2019.,NA,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:9564,RO:0002325,HGNC:9544,"https://www.ncbi.nlm.nih.gov/pubmed/26344197,22939629",This edge comes from the Monarch Knowledge Graph 2019.,NA,colocalizes with,NA,http://purl.obolibrary.org/obo/RO_0002325
HGNC:7672,RO:0002206,UBERON:0000970,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,expressed in,NA,http://purl.obolibrary.org/obo/RO_0002206
MGI:96067,RO:0002200,MP:0011186,https://www.ncbi.nlm.nih.gov/pubmed/7550343,This edge comes from the Monarch Knowledge Graph 2019.,NA,has phenotype,NA,http://purl.obolibrary.org/obo/RO_0002200
HGNC:13919,RO:0002434,HGNC:6047,https://www.ncbi.nlm.nih.gov/pubmed/16169070,This edge comes from the Monarch Knowledge Graph 2019.,NA,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
MONDO:0007739,RO:0002200,HP:0002540,http://purl.obolibrary.org/obo/MONDO_0007739,This edge comes from the Monarch Knowledge Graph 2019.,NA,has phenotype,NA,http://purl.obolibrary.org/obo/RO_0002200
HGNC:9987,RO:0002206,UBERON:0013540,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,expressed in,NA,http://purl.obolibrary.org/obo/RO_0002206
HGNC:561,RO:0002434,HGNC:24500,https://www.ncbi.nlm.nih.gov/pubmed/29507755,This edge comes from the Monarch Knowledge Graph 2019.,NA,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:7106,RO:0002434,HGNC:11537,https://www.ncbi.nlm.nih.gov/pubmed/30994454,This edge comes from the Monarch Knowledge Graph 2019.,NA,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:29079,RO:0002206,UBERON:0000970,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,expressed in,NA,http://purl.obolibrary.org/obo/RO_0002206
HGNC:8570,RO:0002434,HGNC:10832,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:6912,RO:0002325,HGNC:10665,https://www.ncbi.nlm.nih.gov/pubmed/22939629,This edge comes from the Monarch Knowledge Graph 2019.,NA,colocalizes with,NA,http://purl.obolibrary.org/obo/RO_0002325
HGNC:9299,RO:0002434,HGNC:1974,https://www.ncbi.nlm.nih.gov/pubmed/16126728,This edge comes from the Monarch Knowledge Graph 2019.,NA,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:4851,RO:0003304,EFO:0009589,"https://www.ncbi.nlm.nih.gov/pubmed/30867560,29500382",This edge comes from the Monarch Knowledge Graph 2019.,NA,contributes to condition,NA,http://purl.obolibrary.org/obo/RO_0003304
HGNC:6801,RO:0002434,HGNC:4851,https://www.ncbi.nlm.nih.gov/pubmed/9700202,This edge comes from the Monarch Knowledge Graph 2019.,NA,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:5237,RO:0002434,HGNC:8638,https://www.ncbi.nlm.nih.gov/pubmed/16582966,This edge comes from the Monarch Knowledge Graph 2019.,NA,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:9559,RO:0002434,HGNC:6392,https://www.ncbi.nlm.nih.gov/pubmed/31586073,This edge comes from the Monarch Knowledge Graph 2019.,NA,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:10062,RO:0002434,HGNC:3211,https://www.ncbi.nlm.nih.gov/pubmed/30649429,This edge comes from the Monarch Knowledge Graph 2019.,NA,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
ClinVarVariant:31915,GENO:0000418,HGNC:4851,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,has_affected_feature,NA,http://purl.obolibrary.org/obo/GENO_0000418
HGNC:144,RO:0002434,HGNC:12505,https://www.ncbi.nlm.nih.gov/pubmed/23246001,This edge comes from the Monarch Knowledge Graph 2019.,NA,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:414,RO:0002434,HGNC:4141,"https://www.ncbi.nlm.nih.gov/pubmed/26344197,31536960",This edge comes from the Monarch Knowledge Graph 2019.,NA,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:11125,RO:0002434,HGNC:5232,"https://www.ncbi.nlm.nih.gov/pubmed/32786267,19394292",This edge comes from the Monarch Knowledge Graph 2019.,NA,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:12505,RO:0002434,HGNC:5237,https://www.ncbi.nlm.nih.gov/pubmed/23246001,This edge comes from the Monarch Knowledge Graph 2019.,NA,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:8554,RO:0002434,HGNC:24500,https://www.ncbi.nlm.nih.gov/pubmed/29507755,This edge comes from the Monarch Knowledge Graph 2019.,NA,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:28796,RO:0002434,HGNC:4851,https://www.ncbi.nlm.nih.gov/pubmed/23275563,This edge comes from the Monarch Knowledge Graph 2019.,NA,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:5241,BFO:0000050,GO:0005654,http://reactome.org/content/detail/R-HSA-72160|http://reactome.org/content/detail/R-HSA-8932221|http://reactome.org/content/detail/R-HSA-72130|http://reactome.org/content/detail/R-HSA-5082356|http://reactome.org/content/detail/R-HSA-72143|http://reactome.org/content/detail/R-HSA-72124|http://reactome.org/content/detail/R-HSA-3371518|http://reactome.org/content/detail/R-HSA-156661|http://reactome.org/content/detail/R-HSA-72139|http://reactome.org/content/detail/R-HSA-5082369|http://reactome.org/content/detail/R-HSA-72127|http://reactome.org/content/detail/R-HSA-3371467|http://reactome.org/content/detail/R-HSA-3371554|http://reactome.org/content/detail/R-HSA-5082384,This edge comes from the Monarch Knowledge Graph 2019.,NA,is part of,NA,http://purl.obolibrary.org/obo/BFO_0000050
MGI:96904,BFO:0000050,GO:0005770,https://www.ncbi.nlm.nih.gov/pubmed/12388596,This edge comes from the Monarch Knowledge Graph 2019.,NA,is part of,NA,http://purl.obolibrary.org/obo/BFO_0000050
HGNC:170,RO:0002434,HGNC:25321,https://www.ncbi.nlm.nih.gov/pubmed/28775156,This edge comes from the Monarch Knowledge Graph 2019.,NA,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:25169,RO:0002206,UBERON:0000059,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,expressed in,NA,http://purl.obolibrary.org/obo/RO_0002206
HGNC:14339,RO:0002434,HGNC:23244,https://www.ncbi.nlm.nih.gov/pubmed/31091453,This edge comes from the Monarch Knowledge Graph 2019.,NA,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:2092,RO:0002434,HGNC:30892,https://www.ncbi.nlm.nih.gov/pubmed/25147182,This edge comes from the Monarch Knowledge Graph 2019.,NA,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:2092,RO:0002434,HGNC:563,"https://www.ncbi.nlm.nih.gov/pubmed/26496610,17052248,10748223",This edge comes from the Monarch Knowledge Graph 2019.,NA,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:23332,RO:0002434,HGNC:23024,"https://www.ncbi.nlm.nih.gov/pubmed/26186194,28514442,15799966,30833792",This edge comes from the Monarch Knowledge Graph 2019.,NA,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:15476,RO:0002434,HGNC:28719,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:6180,RO:0002434,HGNC:4593,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:4851,RO:0002331,GO:0043666,https://www.ncbi.nlm.nih.gov/pubmed/21562226,This edge comes from the Monarch Knowledge Graph 2019.,NA,involved_in,NA,http://purl.obolibrary.org/obo/RO_0002331
ENSEMBL:ENSSSCG00000008697,RO:0002331,GO:2000479,http://purl.obolibrary.org/obo/go/references/0000107,This edge comes from the Monarch Knowledge Graph 2019.,NA,involved_in,NA,http://purl.obolibrary.org/obo/RO_0002331
HGNC:14884,RO:0002325,HGNC:1424,https://www.ncbi.nlm.nih.gov/pubmed/26344197,This edge comes from the Monarch Knowledge Graph 2019.,NA,colocalizes with,NA,http://purl.obolibrary.org/obo/RO_0002325
HGNC:9559,RO:0002434,HGNC:9535,"https://www.ncbi.nlm.nih.gov/pubmed/26344197,22939629",This edge comes from the Monarch Knowledge Graph 2019.,NA,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:9187,RO:0002434,HGNC:3263,https://www.ncbi.nlm.nih.gov/pubmed/26902284,This edge comes from the Monarch Knowledge Graph 2019.,NA,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:3274,RO:0002434,HGNC:3211,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:938,RO:0002434,HGNC:5270,https://www.ncbi.nlm.nih.gov/pubmed/25036637,This edge comes from the Monarch Knowledge Graph 2019.,NA,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:12666,RO:0002200,HP:0002171,http://purl.obolibrary.org/obo/MONDO_0017161,This edge comes from the Monarch Knowledge Graph 2019.,NA,has phenotype,NA,http://purl.obolibrary.org/obo/RO_0002200
HGNC:28912,RO:0002200,HP:0002063,"http://purl.obolibrary.org/obo/MONDO_0010476|https://www.ncbi.nlm.nih.gov/pubmed/28554332,28932395,29171013,29981852,23687123,25744623,30169597,26609730,27652284,24621584,29445477,24368176,26790960,28711740,27030146,23176820,27681470,24790802",This edge comes from the Monarch Knowledge Graph 2019.,NA,has phenotype,NA,http://purl.obolibrary.org/obo/RO_0002200
MGI:4437302,RO:0002200,MP:0001505,https://www.ncbi.nlm.nih.gov/pubmed/20018729,This edge comes from the Monarch Knowledge Graph 2019.,NA,has phenotype,NA,http://purl.obolibrary.org/obo/RO_0002200
HGNC:9069,RO:0003304,EFO:0004611,"https://www.ncbi.nlm.nih.gov/pubmed/20686565,29507422,30275531,24097068,32154731,32203549,28334899",This edge comes from the Monarch Knowledge Graph 2019.,NA,contributes to condition,NA,http://purl.obolibrary.org/obo/RO_0003304
HGNC:938,RO:0002434,HGNC:29163,https://www.ncbi.nlm.nih.gov/pubmed/26485645,This edge comes from the Monarch Knowledge Graph 2019.,NA,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:3213,RO:0002434,HGNC:9534,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:6849,RO:0002434,HGNC:4897,https://www.ncbi.nlm.nih.gov/pubmed/19019082,This edge comes from the Monarch Knowledge Graph 2019.,NA,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:30892,RO:0002434,HGNC:5258,https://www.ncbi.nlm.nih.gov/pubmed/25147182,This edge comes from the Monarch Knowledge Graph 2019.,NA,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
MGI:96067,RO:0002200,HP:0003470,https://www.ncbi.nlm.nih.gov/pubmed/11709539,This edge comes from the Monarch Knowledge Graph 2019.,NA,has phenotype,NA,http://purl.obolibrary.org/obo/RO_0002200
MONDO:0007739,RO:0002200,HP:0010794,http://purl.obolibrary.org/obo/MONDO_0007739,This edge comes from the Monarch Knowledge Graph 2019.,NA,has phenotype,NA,http://purl.obolibrary.org/obo/RO_0002200
HGNC:391,RO:0002434,HGNC:5961,"https://www.ncbi.nlm.nih.gov/pubmed/20837477,20098747",This edge comes from the Monarch Knowledge Graph 2019.,NA,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:3594,RO:0002434,HGNC:4851,"https://www.ncbi.nlm.nih.gov/pubmed/32694731,25959826",This edge comes from the Monarch Knowledge Graph 2019.,NA,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:9187,RO:0002434,HGNC:2514,https://www.ncbi.nlm.nih.gov/pubmed/27684187,This edge comes from the Monarch Knowledge Graph 2019.,NA,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:5045,RO:0002434,HGNC:12505,https://www.ncbi.nlm.nih.gov/pubmed/23246001,This edge comes from the Monarch Knowledge Graph 2019.,NA,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:20163,RO:0002434,HGNC:2711,https://www.ncbi.nlm.nih.gov/pubmed/26638075,This edge comes from the Monarch Knowledge Graph 2019.,NA,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:9539,RO:0002206,UBERON:0004804,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,expressed in,NA,http://purl.obolibrary.org/obo/RO_0002206
